Unnamed: 0.1,Unnamed: 0,brand,name,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty
0,0,Hp,Victus 15-Fb0157Ax Gaming Laptop,49900,73.0,5Th Gen Amd Ryzen 5 5600H,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Amd Radeon Rx 6500M,15.6,1920,1080,Windows 11 Os,1
1,1,Hp,15S-Fq5007Tu Laptop,39900,60.0,12Th Gen Intel Core I3 1215U,"Hexa Core (2P + 4E), 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
2,2,Acer,One 14 Z8-415 Laptop,26990,69.32352941,11Th Gen Intel Core I3 1115G4,"Dual Core, 4 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1920,1080,Windows 11 Os,1
3,3,Lenovo,Yoga Slim 6 14Iap8 82Wu0095In Laptop,59729,66.0,12Th Gen Intel Core I5 1240P,"12 Cores (4P + 8E), 16 Threads",16Gb,Lpddr5,512Gb,Ssd,Intel Integrated Iris Xe,14.0,2240,1400,Windows 11 Os,1
4,4,Apple,Macbook Air 2020 Mgnd3Hn Laptop,69990,69.32352941,Apple M1,Octa Core (4P + 4E),8Gb,Ddr4,256Gb,Ssd,Apple M1 Integrated Graphics,13.3,2560,1600,Mac Os,1
5,5,Acer,Extensa Ex214-53 Laptop,39990,62.0,12Th Gen Intel Core I5 1240P,"12 Cores (4P + 8E), 16 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1920,1080,Windows 11 Os,1
6,6,Dell,Inspiron 3520 D560896Win9B Laptop,36790,60.0,12Th Gen Intel Core I3 1215U,"Hexa Core (2P + 4E), 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
7,7,Acer,Nitro V Anv15-51 2023 Gaming Laptop,76990,63.0,13Th Gen Intel Core I5 13420H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,15.6,1920,1080,Windows 11 Os,1
8,8,Asus,Vivobook 15 X1502Za-Ej523Ws Laptop,48990,64.0,12Th Gen Intel Core I5 12500H,"12 Cores (4P + 8E), 16 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Iris Xe,15.6,1920,1080,Windows 11 Os,1
9,9,Samsung,Galaxy Book2 Pro 13 Laptop,74990,68.0,12Th Gen Intel Core I5 1240P,"12 Cores (4P + 8E), 16 Threads",16Gb,Lpddr5,512Gb,Ssd,Intel Iris Xe Graphics,13.3,1080,1920,Windows 11 Os,1
10,10,Lenovo,V15 G3 Iap 82Tta08Ain Laptop,49990,69.32352941,12Th Gen Intel Core I7 1255U,"10 Cores (2P + 8E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,Intel Integrated Uhd,15.6,1920,1080,Windows 11 Os,1
11,11,Ultimus,Pro Nu14U3Inc43Bn-Cs Laptop,10990,69.32352941,Intel Celeron  N4020,"Dual Core, 2 Threads",4Gb,Ddr4,128Gb,Ssd,Intel Integrated Uhd Graphics,14.1,1366,768,Windows 11 Os,1
12,12,Asus,Tuf Gaming F15 2022 Fx507Zc4-Hn116W Gaming Laptop,72990,76.0,12Th Gen Intel Core I5 12500H,"12 Cores (4P + 8E), 16 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
13,13,Primebook,4G Android Laptop,10990,69.32352941,Mediatek Mtk8788,Octa Core,4Gb,Lpddr4,64Gb,Hard-Disk,Arm Mali G72,11.6,1366,768,Android 11 Os,1
15,15,Lenovo,V15 G4 ‎82Yu00W7In Laptop,29990,69.32352941,7Th Gen Amd Ryzen 3 7320U,"Quad Core, 8 Threads",8Gb,Lpddr5,512Gb,Ssd,Amd Radeon Graphics,15.6,1920,1080,Windows 11 Os,1
16,16,Asus,Tuf Gaming F15 Fx506Hf-Hn024W Gaming Laptop,53649,70.0,11Th Gen Intel Core I5 11400H,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 2050,15.6,1920,1080,Windows 11 Os,1
17,17,Msi,Modern 14 C11M-031In Laptop,33990,69.32352941,11Th Gen Intel Core I3 1115G4,"Dual Core, 4 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Integrated Uhd,14.0,1920,1080,Windows 11 Os,1
18,18,Infinix,Zerobook 2023 Laptop,79990,71.0,13Th Gen Intel Core I9 13900H,"14 Cores (6P + 8E), 20 Threads",32Gb,Lpddr5X,1Tb,Ssd,Intel Integrated Iris Xe,15.6,1920,1080,Windows 11 Os,1
19,19,Hp,Victus 15-Fa0666Tx Gaming Laptop,68990,65.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
20,20,Lenovo,Ideapad Gaming 3 15Ihu6 82K101Gsin Laptop,45990,71.0,11Th Gen Intel Core I5 11300H,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Gtx 1650,15.6,1920,1080,Windows 11 Os,1
21,21,Asus,Vivobook 16X 2022 M1603Qa-Mb502Ws Laptop,49900,65.0,5Th Gen Amd Ryzen 5 5600H,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon Vega 7,16.0,1920,1200,Windows 11 Os,1
22,22,Apple,Macbook Air 2022 Laptop,104990,69.32352941,Apple M2,Octa Core (4P + 4E),8Gb,Ddr4,256Gb,Ssd,8-Core Gpu,13.6,2560,1664,Mac Os,1
23,23,Acer,Aspire 7 A715-76G Un.Qmysi.002 Gaming Laptop,54990,72.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 2050,15.6,1920,1080,Windows 11 Os,1
24,24,Hp,15S-Fq2510Tu Laptop,49580,64.0,11Th Gen Intel Core I5 1135G7,"Quad Core, 8 Threads",16Gb,Ddr4,512Gb,Ssd,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 Os,1
25,25,Asus,Vivobook 16X 2022 M1603Qa-Mb711Ws Laptop,55990,71.0,5Th Gen Amd Ryzen 7  5800H,"Octa Core, 16 Threads",16Gb,Ddr4,512Gb,Ssd,Amd Radeon Vega 7,16.0,1920,1200,Windows 11 Os,1
26,26,Hp,15S-Eq2132Au Laptop,43990,63.0,5Th Gen Amd Ryzen 5 5500U,"Hexa Core, 12 Threads",16Gb,Ddr4,512Gb,Ssd,Amd Radeon Amd,15.6,1920,1080,Windows 11 Os,1
27,28,Hp,255 G9 840T7Pa Laptop,19850,69.32352941,3Rd Gen Amd Athlon 3050U,"Dual Core, 2 Threads",4Gb,Ddr4,256Gb,Ssd,Amd Integrated,15.6,1366,768,Dos Os,1
28,29,Acer,Extensa 15 Ex215-33 2023 Laptop,28990,69.32352941,Intel Core I3 N305,"Octa Core, 8 Threads",8Gb,Lpddr5,512Gb,Ssd,Intel Integrated Uhd,15.6,1920,1080,Windows 11 Os,1
29,30,Acer,Aspire 5 A515-57G Un.K9Tsi.002 Gaming Laptop,54999,71.0,12Th Gen Intel Core I5 1240P,"12 Cores (4P + 8E), 16 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 2050,15.6,1920,1080,Windows 11 Os,1
30,31,Dell,Inspiron 3530 Laptop,70990,69.32352941,13Th Gen Intel Core I7 1355U,"10 Cores (2P + 8E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
31,32,Lenovo,Ideapad Gaming 3 82Sb00V2In Laptop,56889,60.0,6Th Gen Amd Ryzen 5 6600H,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
32,33,Acer,Predator Helios Neo 16 2023 Phn16-71 Gaming Laptop,179880,78.0,13Th Gen Intel Core I9 13900Hx,"24 Cores (8P + 16E), 32 Threads",16Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4070,16.0,1920,1200,Windows 11 Os,1
33,34,Hp,Victus 15-Fb0150Ax Gaming Laptop,53790,71.0,5Th Gen Amd Ryzen 5 5600H,"Hexa Core, 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Amd Radeon Rx 6500M Graphics,15.6,1920,1080,Windows 11 Os,1
34,35,Acer,Aspire Lite Al15 Laptop,37990,60.0,5Th Gen Amd Ryzen 5 5500U,"Hexa Core, 12 Threads",16Gb,Ddr4,512Gb,Ssd,Amd Graphics,15.6,1920,1080,Windows 11 Os,1
35,36,Acer,Nitro 5 An515-58 Nh.Qfssi.001 Gaming Laptop,96990,77.0,12Th Gen Intel Core I7 12650H,"10 Cores (6P + 4E), 16 Threads",16Gb,Ddr4,1Tb,Ssd,8Gb Nvidia Geforce Rtx 3070 Ti,15.6,2560,1440,Windows 11 Os,1
36,37,Hp,Pavilion 15-Eg3081Tu Laptop,71990,66.0,13Th Gen Intel Core I5 1340P,"12 Cores (4P + 8E), 16 Threads",16Gb,Ddr4,512Gb,Ssd,Intel Integrated Integrated,15.6,1920,1080,Windows 11 Os,1
37,38,Hp,Victus 16-D0333Tx Gaming Laptop,59990,69.3633935631278,11Th Gen Intel Core I5 11400H,"Hexa Core, 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Gtx 1650,16.1,1920,1080,Windows 11 Os,1
38,39,Lenovo,Ideapad Slim 5 14Iah8 83Bf0045In Laptop,62990,60.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",16Gb,Lpddr5,1Tb,Ssd,Intel Graphics,14.0,1920,1200,Windows 11 Os,1
39,40,Infinix,Inbook X3 Slim Xl422 2023 Laptop,30990,69.32352941,12Th Gen Intel Core I3 1215U,"Hexa Core (2P + 4E), 8 Threads",8Gb,Lpddr4X,512Gb,Ssd,Intel Integrated Iris Xe,14.0,1920,1080,Windows 11 Os,1
40,41,Lenovo,Loq 15Irh8 82Xv00F5In 2023 Gaming Laptop,74990,70.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
41,42,Hp,15S-Fr2515Tu Laptop,36490,60.0,11Th Gen Intel Core I3 1115G4,"Dual Core, 4 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
42,44,Dell,G15-5520 2023 Laptop,77990,73.0,12Th Gen Intel Core I5 12500H,"12 Cores (4P + 8E), 16 Threads",16Gb,Ddr5,1Tb,Ssd,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
43,45,Samsung,Galaxy Book2 Np550Xed-Ka2In Laptop,54990,62.0,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",16Gb,Lpddr4,512Gb,Ssd,Intel Integrated Uhd,15.6,1920,1080,Windows 11 Os,1
44,46,Lenovo,Ideapad 3 15Iau7 82Rk00Wxin Laptop,41190,69.32352941,12Th Gen Intel Core I3 1215U,"Hexa Core (2P + 4E), 8 Threads",8Gb,Ddr4,256Gb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
45,47,Asus,Rog Strix G16 2023 G614Jj-N3086Ws Gaming Laptop,89990,70.0,13Th Gen Intel Core I5 13450Hx,"10 Cores (6P + 4E), 16 Threads",16Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 3050,16.0,1920,1200,Windows 11 Os,1
46,48,Lenovo,Legion 9I 2023 Laptop,399999,84.0,13Th Gen Intel Core I9 13980Hx,"24 Cores (8P + 16E), 32 Threads",32Gb,Ddr5,1Tb,Ssd,16Gb Nvidia Geforce Rtx 4090,16.0,3200,2000,Windows 11 Os,1
47,49,Wings,Nuvobook V1 Laptop,31990,69.32352941,11Th Gen Intel Core I5 1135G7,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Graphics,15.6,1080,1920,Windows 11 Os,1
48,50,Dell,Inspiron 3525 Laptop,31490,69.32352941,5Th Gen Amd Ryzen 3 5300U,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon Radeon Graphics,15.6,1920,1080,Windows 11 Os,1
49,51,Hp,Victus 15-Fa0555Tx  Laptop,70590,71.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
50,52,Asus,Tuf Gaming F15 2023 Fx507Zv-Lp094W Gaming Laptop,104990,78.0,12Th Gen Intel Core I7 12700H,"14 Cores (6P + 8E), 20 Threads",16Gb,Ddr4,512Gb,Ssd,8Gb Nvidia Geforce Rtx 4060,15.6,1920,1080,Windows 11 Os,1
51,53,Lenovo,V15 82Qya00Min Laptop,23990,69.32352941,Intel Celeron  N4020,"Dual Core, 2 Threads",8Gb,Ddr4,256Gb,Ssd,Intel Integrated Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
52,54,Hp,255 G9 7B1L8Pa Laptop,37999,64.0,5Th Gen Amd Ryzen 5 5625U,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon Graphics,15.6,1366,768,Windows 11 Os,1
53,55,Honor,Magicbook X14 2023 ‎Fri-F56 Laptop,52990,66.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,14.0,1920,1200,Windows 11 Os,1
54,56,Lenovo,V15 82Kda01Bih Laptop,30849,62.0,5Th Gen Amd Ryzen 3 5300U,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon Graphics,15.6,1920,1080,Windows 11 Os,1
55,57,Hp,Victus 15-Fa0070Tx Laptop,58990,70.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Gtx 1650,15.6,1920,1080,Windows 11 Os,1
56,58,Zebronics,Zeb-Nbc 2S Laptop,34990,63.0,11Th Gen Intel Core I5 1155G7,"Quad Core, 8 Threads",16Gb,Lpddr4X,512Gb,Ssd,Intel Integrated Uhd,15.6,1920,1080,Windows 11 Os,1
57,59,Lenovo,Thinkbook 15 Gen 5 21Jf0026Mj Laptop,49990,69.0,7Th Gen Amd Ryzen 7 7730U,"Octa Core, 16 Threads",16Gb,Ddr4,512Gb,Ssd,Amd Radeon Amd,16.0,1920,1080,Windows 11 Os,1
58,61,Hp,15S-Fq5202Tu Laptop,51780,69.32352941,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 Os,1
59,62,Asus,Tuf Gaming F15 Fx506He-Hn382W Gaming Laptop,68990,71.0,11Th Gen Intel Core I7 11800H,"Octa Core, 16 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050 Ti,15.6,1920,1080,Windows 11 Os,1
60,63,Asus,Tuf Gaming F15 Fx577Zc-Hn192W Gaming Laptop,85990,76.0,12Th Gen Intel Core I7 12700H,"14 Cores, 20 Threads",16Gb,Ddr5,1Tb,Ssd,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
61,64,Lenovo,Loq 15Irh8 82Xv00Bqin 2023 Gaming Laptop,96990,67.0,13Th Gen Intel Core I7 13620H,"10 Cores (6P + 4E), 16 Threads",16Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,15.6,1920,1080,Windows 11 Os,1
62,65,Lenovo,Legion Y9000X 2023 Laptop,148990,80.0,13Th Gen Intel Core I9 13900H,"14 Cores (6P + 8E), 20 Threads",32Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4060,16.0,3200,2000,Windows 11 Os,1
63,66,Asus,Tuf Gaming F17 Fx707Zc4-Hx067W Gaming Laptop,72990,75.0,12Th Gen Intel Core I5 12500H,"12 Cores (4P + 8E), 16 Threads",16Gb,Ddr5,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050,17.3,1920,1080,Windows 11 Os,1
64,67,Dell,Inspiron 5430 Laptop,84490,66.0,13Th Gen Intel Core I7 1360P,"12 Cores (4P + 8E), 16 Threads",16Gb,Lpddr5,1Tb,Ssd,Intel Iris Xe Graphics,14.0,1920,1200,Windows 11 Os,1
65,68,Asus,Vivobook 15 X1502Za-Ej741Ws Laptop,60990,67.0,12Th Gen Intel Core I7 12650H,"10 Cores (6P + 4E), 16 Threads",16Gb,Ddr4,512Gb,Ssd,Intel Iris Xe,15.6,1920,1080,Windows 11 Os,1
66,69,Infinix,Inbook X2 Slim Series Xl23 Laptop,33990,69.32352941,11Th Gen Intel Core I5 1155G7,"Quad Core, 8 Threads",16Gb,Lpddr4X,512Gb,Ssd,Intel Integrated Iris Xe,14.0,1920,1080,Windows 11 Os,1
67,70,Asus,Vivobook 14 X415Ea-Ek344Ws Notebook,35990,64.0,11Th Gen Intel Core I3 1115G4,"Dual Core, 4 Threads",16Gb,Ddr4,512Gb,Ssd,Intel Integrated Intel Uhd,14.0,1920,1080,Windows 11 Os,1
68,71,Acer,Aspire 7 A715-76G Nh.Qmfsi.004 Gaming Laptop,60990,70.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Gtx 3050,15.6,1920,1080,Windows 11 Os,1
69,72,Xiaomi,Redmi Book 14 2023 Laptop,43990,69.32352941,12Th Gen Intel Core I5 12500H,"12 Cores (4P + 8E), 16 Threads",16Gb,Ddr5,512Gb,Ssd,Intel Iris Xe Graphics,14.0,2880,1800,Windows 11 Os,1
70,73,Asus,Vivobook 16X 2023 K3605Zf-Mb541Ws Laptop,62990,72.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 2050,16.0,1920,1200,Windows 11 Os,1
71,74,Msi,Gf63 Thin 11Uc-1294In Gaming Laptop,65990,76.0,11Th Gen Intel Core I7 11800H,"Octa Core, 16 Threads",16Gb,Ddr4,1Tb,Hard-Disk,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
72,75,Infinix,Inbook Y1 Plus Neo Xl30 Laptop,23990,69.32352941,11Th Gen Intel Celeron N5100,"Quad Core, 4 Threads",8Gb,Lpddr4X,512Gb,Ssd,Intel Integrated Uhd,15.6,1920,1080,Windows 11 Os,1
74,77,Asus,Tuf Gaming F15 Fx506Hc-Hn362Ws Gaming Laptop,61990,72.0,11Th Gen Intel Core I5 11400H,"Hexa Core, 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
75,78,Dell,Inspiron 3525 Laptop,36990,62.0,5Th Gen Amd Ryzen 3 5425U,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon Radeon Graphics,15.6,1920,1080,Windows 11 Os,1
76,79,Asus,Vivobook 16X 2022 M1603Qa-Mb511Ws Laptop,50970,65.0,5Th Gen Amd Ryzen 5 5600H,"Hexa Core, 12 Threads",16Gb,Ddr4,512Gb,Ssd,Amd Radeon Vega 7 Graphics,16.0,1920,1200,Windows 11 Os,1
77,80,Dell,Precision 5550 Laptop,184999,70.0,10Th Gen Intel Core I7 10750H,"Hexa Core, 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia,15.6,1920,1200,Windows 10 Os,0
78,81,Hp,Omen 16-Xd0007Ax Gaming Laptop,109990,76.0,7Th Gen Amd Ryzen 7 7840Hs,"Octa Core, 16 Threads",16Gb,Ddr5,1Tb,Ssd,6Gb Nvidia Geforce Rtx 4050,16.1,1920,1080,Windows 11 Os,1
79,82,Zebronics,Pro Series Z Zeb-Nbc 4S Laptop,42990,69.0,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,Intel Integrated,15.6,1920,1080,Windows 11 Os,1
80,83,Hp,15S-Fq5185Tu Laptop,39150,69.32352941,12Th Gen Intel Core I3 1215U,"Hexa Core (2P + 4E), 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Integrated Uhd,15.6,1920,1080,Windows 11 Os,1
81,84,Acer,Swift Go Nxkpzsi002 Laptop,92999,64.0,13Th Gen Intel Core I5 13500H,"12 Cores (4P + 8E), 16 Threads",16Gb,Lpddr5,512Gb,Ssd,Intel Integrated Iris Xe,14.0,2880,1800,Windows 11 Os,1
82,85,Hp,Victus 16-S0095Ax Gaming Laptop,80990,76.0,7Th Gen Amd Ryzen 7 7840Hs,"Octa Core, 16 Threads",16Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 3050,16.1,1920,1080,Windows 11 Os,1
83,86,Hp,Victus 15-Fb1001Ax Gaming Laptop,55850,70.0,7Th Gen Amd Ryzen 5 7535Hs,"Hexa Core, 12 Threads",8Gb,Ddr5,512Gb,Ssd,4Gb Nvidia Geforce Rtx 2050,15.6,1920,1080,Windows 11 Os,1
84,87,Acer,Aspire Lite Al15-51 Un.431Si.288 Laptop,38990,64.0,11Th Gen Intel Core I5 1135G7,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 Os,1
85,88,Msi,Thin Gf63 11Ucx-1492In Gaming Laptop,53990,73.0,11Th Gen Intel Core I5 11260H,"Hexa Core, 12 Threads",16Gb,Ddr4,1Tb,Hard-Disk,Gb Nvidia Geforce Rtx 2050,15.6,1920,1080,Windows 11 Os,1
86,89,Infinix,Inbook X3 Slim Xl422 Laptop,38990,69.32352941,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",16Gb,Lpddr4X,512Gb,Ssd,Intel Integrated Iris Xe,14.0,1920,1080,Windows 11 Os,1
87,90,Hp,Omen 16-Xf0060Ax Gaming Laptop,139234,80.0,7Th Gen Amd Ryzen 7 7840Hs,"Octa Core, 16 Threads",16Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4060,16.0,1920,1080,Windows 11 Os,1
88,91,Msi,Thin Gf63 11Uc-1490In Gaming Laptop,57990,73.0,11Th Gen Intel Core I5 11260H,"Hexa Core, 12 Threads",16Gb,Ddr4,1Tb,Hard-Disk,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
89,92,Lenovo,Loq 2023 Gaming Laptop,89999,64.0,13Th Gen Intel Core I5 13420H,"Octa Core (4P + 4E), 12 Threads",8Gb,Ddr5,512Gb,Ssd,8Gb Nvidia Geforce Rtx 4060,15.6,1920,1080,Windows 11 Os,1
90,93,Acer,One 14 Z8-415 ‎2023 Laptop,37990,60.0,11Th Gen Intel Core I5  1135G7,"Quad Core, 8 Threads",16Gb,Ddr4,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1920,1080,Windows 11 Os,1
91,94,Asus,Vivobook 14 X415Ea-Ek326Ws Notebook,30990,69.32352941,11Th Gen Intel Core I3 1115G4,"Dual Core, 4 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Integrated Intel Uhd,14.0,1920,1080,Windows 11 Os,1
92,95,Dell,G15-5530 Gn5530D83M6002Orb1 Gaming Laptop,92990,71.0,13Th Gen Intel Core I5 13450Hx,"10 Cores (6P + 4E), 16 Threads",16Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
93,96,Hp,15S-Fr5009Tu Laptop,42990,69.32352941,12Th Gen Intel Core I3 1215U,"Hexa Core (2P + 4E), 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
94,97,Asus,Tuf Gaming F15 Fx506Hf-Hn025W Gaming Laptop,59089,72.0,11Th Gen Intel Core I5 11400H,"Hexa Core, 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 2050,15.6,1920,1080,Windows 11 Os,1
95,98,Hp,Victus 15-Fa0998Tx Gaming Laptop,72999,72.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
96,99,Hp,Omen 16-N0123Ax Gaming Laptop,126742,77.0,6Th Gen Amd Ryzen 7  6800H,"Octa Core, 16 Threads",16Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 3070 Ti,16.1,2560,1440,Windows 11 Os,1
97,100,Apple,Macbook Air 15 2023 Laptop,126990,69.32352941,Apple M2,Octa Core (4P + 4E),8Gb,Ddr4,256Gb,Ssd,10-Core Gpu,15.3,2880,1864,Mac Os,1
98,101,Samsung,Galaxy Book2 Np550Xed-Ka1In 15 Laptop,49990,69.32352941,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",8Gb,Lpddr4,512Gb,Ssd,Intel Integrated Uhd,15.6,1920,1080,Windows 11 Os,1
99,102,Dell,Inspiron 5420 Laptop,74390,62.0,12Th Gen Intel Core I5 1240P,"12 Cores (4P + 8E), 16 Threads",16Gb,Ddr5,512Gb,Ssd,Intel Integrated Uhd,14.0,1920,1080,Windows 11 Os,1
100,103,Dell,Inspiron 3520 D560871Win9B Laptop,52990,69.32352941,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
101,104,Lenovo,Ideapad Gaming 3 15Ihu6 82K101Edin Laptop,60990,67.0,11Th Gen Intel Core I5 11300H,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050 Graphics,15.6,1920,1080,Windows 11 Os,1
102,105,Hp,Omen 16-N0079Ax Gaming Laptop,98174,80.0,6Th Gen Amd Ryzen 7  6800H,"Octa Core, 16 Threads",16Gb,Ddr5,512Gb,Ssd,8Gb Amd Radeon Rx 6650M,16.1,1920,1080,Windows 11 Os,1
103,106,Lenovo,E41-55 Laptop,18990,69.32352941,Amd Athlon Pro 3045B,"Dual Core, 2 Threads",8Gb,Ddr4,256Gb,Ssd,Amd Radeon Graphics,14.0,1920,1080,Windows 11 Os,1
104,107,Asus,Vivobook 15 X515Ea-Ej522Ws Laptop,38990,60.0,11Th Gen Intel Core I5 1135G7,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Integrated Iris Xe,15.6,1920,1080,Windows 11 Os,1
105,108,Hp,14S-Fq1092Au Laptop,41950,64.0,5Th Gen Amd Ryzen 5  5500U,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon Amd,14.0,1920,1080,Windows 11 Os,1
